"FirstName","LastName","Email","Phone","City","Country","Company","Revenue","SignupDate","Status","Segment","Notes"
"First231","Last231","user231@example.com","9000000231","Mumbai","Germany","Company58","23407","2021-08-20","Active","SMB","Clean row 231"
"First232","Last232","user232@example.com","9000000232","Hyderabad","Singapore","Company58","23504","2021-08-21","Inactive","Mid-Market","Clean row 232"
"First233","Last233","user233@example.com","9000000233","Chennai","UAE","Company59","23601","2021-08-22","Pending","Enterprise","Clean row 233"
"First234","Last234","user234@example.com","9000000234","Pune","India","Company59","23698","2021-08-23","Active","SMB","Clean row 234"
"First235","Last235","user235@example.com","9000000235","Bangalore","USA","Company59","23795","2021-08-24","Inactive","Mid-Market","Clean row 235"
"First236","Last236","user236@example.com","9000000236","Delhi","UK","Company59","23892","2021-08-25","Pending","Enterprise","Clean row 236"
"First237","Last237","user237@example.com","9000000237","Mumbai","Germany","Company60","23989","2021-08-26","Active","SMB",""
"First238","Last238","user238@example.com","9000000238","Hyderabad","Singapore","Company60","24086","2021-08-27","Inactive","Mid-Market","Clean row 238"
"First239","Last239","user239@example.com","9000000239","Chennai","UAE","Company60","24183","2021-08-28","Pending","Enterprise","Clean row 239"
"First240","Last240","","9000000240","Pune","India","Company60","24280","2021-08-29","Active","SMB","Clean row 240"
"First241","Last241","user241@example.com","9000000241","Bangalore","USA","Company61","24377","2021-08-30","Inactive","Mid-Market","Clean row 241"
"First242","Last242","user242@example.com","9000000242","Delhi","UK","Company61","24474","2021-08-31","Pending","Enterprise","Clean row 242"
"First243","Last243","user243@example.com","9000000243","Mumbai","Germany","Company61","24571","2021-09-01","Active","SMB","Clean row 243"
"First244","Last244","user244@example.com","9000000244","Hyderabad","Singapore","Company61","24668","2021-09-02","Inactive","Mid-Market","Clean row 244"
"First245","Last245","user245@example.com","9000000245","Chennai","UAE","Company62","24765","2021-09-03","Pending","Enterprise","Clean row 245"
"First246","Last246","user246@example.com","9000000246","Pune","India","Company62","24862","2021-09-04","Active","SMB","Clean row 246"
"First247","Last247","user247@example.com","9000000247","Bangalore","USA","Company62","24959","2021-09-05","Inactive","Mid-Market","Clean row 247"
"First248","Last248","user248@example.com","9000000248","Delhi","UK","Company62","25056","2021-09-06","Pending","Enterprise","Clean row 248"
"First249","Last249","user249@example.com","9000000249","Mumbai","Germany","Company63","25153","2021-09-07","Active","SMB","Clean row 249"
"First250","Last250","bad-email-250","9000000250","Hyderabad","Singapore","Company63","25250","2021-09-08","Inactive","Mid-Market","Clean row 250"
"First251","Last251","user251@example.com","9000000251","Chennai","UAE","Company63","25347","2021-09-09","Pending","Enterprise","Clean row 251"
"First252","Last252","user252@example.com","9000000252","Pune","India","Company63","25444","2021-09-10","Active","SMB","Clean row 252"
"First253","Last253","user253@example.com","9000000253","Bangalore","USA","Company64","25541","2021-09-11","Inactive","Mid-Market","Clean row 253"
"First254","Last254","user254@example.com","9000000254","Delhi","UK","Company64","25638","2021-09-12","Pending","Enterprise","Clean row 254"
"First255","Last255","user255@example.com","9000000255","Mumbai","Germany","Company64","25735","2021-09-13","Active","SMB","Clean row 255"
"First256","Last256","user256@example.com","9000000256","Hyderabad","Singapore","Company64","25832","2021-09-14","Inactive","Mid-Market","Clean row 256"
"First257","Last257","user257@example.com","9000000257","Chennai","UAE","Company65","25929","2021-09-15","Pending","Enterprise","Clean row 257"
"First258","Last258","user258@example.com","9000000258","Pune","India","Company65","26026","2021-09-16","Active","SMB","Needs follow up"
"First259","Last259","user259@example.com","9000000259","Bangalore","USA","Company65","26123","2021-09-17","Inactive","Mid-Market","Clean row 259"
"First260","Last260","user259@example.com","9000000260","Delhi","UK","Company65","26220","2021-09-18","","Enterprise","Clean row 260"
"First261","Last261","user261@example.com","9000000261","Mumbai","Germany","Company66","26317","2021-09-19","Active","SMB","Clean row 261"
"First262","Last262","user262@example.com","9000000262","Hyderabad","Singapore","Company66","26414","2021-09-20","Inactive","Mid-Market","Clean row 262"
"First263","Last263","user263@example.com","9000000263","Chennai","UAE","Company66","26511","2021-09-21","Pending","Enterprise","Clean row 263"
"First264","","user264@example.com","9000000264","Pune","India","Company66","26608","2021-09-22","Active","SMB","Clean row 264"
"First265","Last265","user265@example.com","9000000265","Bangalore","USA","Company67","26705","2021-09-23","Inactive","Mid-Market","Clean row 265"
"First266","Last266","user266@example.com","","Delhi","UK","Company67","26802","2021-09-24","Pending","Enterprise","Clean row 266"
"First267","Last267","user267@example.com","9000000267","Mumbai","Germany","Company67","26899","2021-09-25","Active","SMB","Clean row 267"
"First268","Last268","user268@example.com","9000000268","Hyderabad","Singapore","Company67","26996","2021-09-26","Inactive","Mid-Market","Clean row 268"
"First269","Last269","user269@example.com","9000000269","Chennai","UAE","Company68","27093","2021-09-27","Pending","Enterprise","Clean row 269"
"First270","Last270","user270@example.com","9000000270","Pune","India","Company68","27190","2021-09-28","Active","SMB","Clean row 270"
"First271","Last271","user271@example.com","9000000271","Bangalore","USA","Company68","27287","2021-09-29","Inactive","Mid-Market","Clean row 271"
"First272","Last272","user272@example.com","9000000272","Delhi","UK","Company68","27384","2021-09-30","Pending","Enterprise","Clean row 272"
"First273","Last273","user273@example.com","9000000273","Mumbai","Germany","Company68","27481","2021-10-01","Active","SMB","Clean row 273"
"First274","Last274","user274@example.com","9000000274","Hyderabad","Singapore","Company69","27578","2021-10-02","Inactive","Mid-Market","Clean row 274"
"First275","Last275","bad-email-275","9000000275","Chennai","UAE","Company69","27675","2021-10-03","Pending","Enterprise","Clean row 275"
"First276","Last276","user276@example.com","9000000276","Pune","India","Company69","27772","2021-10-04","Active","SMB","Clean row 276"
"First277","Last277","user277@example.com","9000000277","Bangalore","USA","Company70","27869","2021-10-05","Inactive","Mid-Market","Clean row 277"
"First278","Last278","user278@example.com","9000000278","Delhi","UK","Company70","27966","2021-10-06","Pending","Enterprise","Clean row 278"
"First279","Last279","user279@example.com","9000000279","Mumbai","Germany","Company70","28063","2021-10-07","Active","SMB","Clean row 279"
"First280","Last280","","9000000280","Hyderabad","Singapore","Company70","28160","2021-10-08","Inactive","Mid-Market","Clean row 280"
"First281","Last281","user281@example.com","9000000281","Chennai","UAE","Company71","28257","2021-10-09","Pending","Enterprise","Clean row 281"
"First282","Last282","user282@example.com","9000000282","Pune","India","Company71","28354","2021-10-10","Active","SMB","Clean row 282"
"First283","Last283","user283@example.com","9000000283","Bangalore","USA","Company71","28451","2021-10-11","Inactive","Mid-Market","Clean row 283"
"First284","Last284","user284@example.com","9000000284","Delhi","UK","Company71","28548","2021-10-12","Pending","Enterprise","Clean row 284"
"","Last285","user285@example.com","9000000285","Mumbai","Germany","Company72","28645","2021-10-13","Active","SMB","Clean row 285"
"First286","Last286","user286@example.com","9000000286","Hyderabad","Singapore","Company72","28742","2021-10-14","Inactive","Mid-Market","Clean row 286"
"First287","Last287","user287@example.com","9000000287","Chennai","UAE","Company72","28839","2021-10-15","Pending","Enterprise","Clean row 287"
"First288","Last288","user288@example.com","9000000288","Pune","India","Company72","28936","2021-10-16","Active","SMB","Clean row 288"
"First289","Last289","user289@example.com","9000000289","Bangalore","USA","Company73","29033","2021-10-17","Inactive","Mid-Market","Clean row 289"
"First290","Last290","user290@example.com","9000000290","Delhi","UK","Company73","29130","2021-10-18","Pending","Enterprise","Clean row 290"
"First291","Last291","user291@example.com","9000000291","Mumbai","Germany","Company73","29227","2021-10-19","Active","SMB","Clean row 291"
"First292","Last292","user292@example.com","phone-292","Hyderabad","Singapore","Company73","29324","2021-10-20","Inactive","Mid-Market","Clean row 292"
"First293","Last293","user293@example.com","9000000293","Chennai","UAE","Company74","29421","2021-10-21","Pending","Enterprise","Clean row 293"
"First294","Last294","user294@example.com","9000000294","Pune","India","Company74","29518","2021-10-22","Active","SMB","Clean row 294"
"First295","Last295","user295@example.com","9000000295","Bangalore","USA","Company74","29615","2021-10-23","Inactive","Mid-Market","Clean row 295"
"First296","Last296","user296@example.com","9000000296","Delhi","UK","Company74","29712","2021-10-24","Pending","Enterprise","Clean row 296"
"First297","Last297","user297@example.com","9000000297","Mumbai","Germany","Company75","29809","2021-10-25","Active","SMB","Clean row 297"
"First298","Last298","user298@example.com","9000000298","Hyderabad","Singapore","Company75","29906","2021-10-26","Inactive","Mid-Market","Clean row 298"
"First299","Last299","user299@example.com","9000000299","Chennai","UAE","Company75","30003","2021-10-27","Pending","Enterprise","Clean row 299"
"First300","Last300","bad-email-300","9000000300","Pune","India","Company75","30100","2021-10-28","Active","SMB","Clean row 300"
"First301","Last301","user301@example.com","9000000301","Bangalore","USA","Company76","30197","2021-10-29","Inactive","Mid-Market","Needs follow up"
"First302","Last302","user302@example.com","9000000302","Delhi","UK","Company76","30294","2021-10-30","Pending","Enterprise","Clean row 302"
"First303","Last303","user303@example.com","9000000303","Mumbai","Germany","Company76","30391","2021-10-31","Active","SMB","Clean row 303"
"First304","Last304","user304@example.com","","Hyderabad","Singapore","Company76","30488","2021-11-01","Inactive","Mid-Market","Clean row 304"
"First305","Last305","user305@example.com","9000000305","Chennai","UAE","Company77","30585","2021-11-02","Pending","Enterprise","Clean row 305"
"First306","Last306","user306@example.com","9000000306","Pune","India","Company77","30682","2021-11-03","Active","SMB","Clean row 306"
"First307","Last307","user307@example.com","9000000307","Bangalore","USA","Company77","30779","2021-11-04","Inactive","Mid-Market","Clean row 307"
"First308","Last308","user308@example.com","9000000308","Delhi","UK","Company77","30876","2021-11-05","Pending","Enterprise","Clean row 308"
"First309","Last309","user309@example.com","9000000309","Mumbai","Germany","Company78","30973","2021-11-06","Active","SMB","Clean row 309"
"First310","Last310","user310@example.com","9000000310","Hyderabad","Singapore","Company78","31070","2021-11-07","Inactive","Mid-Market","Clean row 310"
"First311","Last311","user311@example.com","9000000311","Chennai","UAE","Company78","31167","2021-11-08","Pending","Enterprise","Clean row 311"
"First312","Last312","user312@example.com","9000000312","Pune","India","Company78","31264","2021-11-09","","SMB","Clean row 312"
"First313","Last313","user313@example.com","9000000313","Bangalore","USA","Company79","31361","2021-11-10","Inactive","Mid-Market","Clean row 313"
"First314","Last314","user314@example.com","9000000314","Delhi","UK","Company79","31458","2021-11-11","Pending","Enterprise","Clean row 314"
"First315","Last315","user315@example.com","9000000315","Mumbai","Germany","Company79","31555","2021-11-12","Active","SMB","Clean row 315"
"First316","Last316","user316@example.com","9000000316","Hyderabad","Singapore","Company79","31652","2021-11-13","Inactive","Mid-Market",""
"First317","Last317","user317@example.com","9000000317","Chennai","UAE","Company80","31749","2021-11-14","Pending","Enterprise","Clean row 317"
"First318","Last318","user318@example.com","9000000318","Pune","India","Company80","31846","2021-11-15","Active","SMB","Clean row 318"
"First319","Last319","user319@example.com","9000000319","Bangalore","USA","Company80","31943","2021-11-16","Inactive","Mid-Market","Clean row 319"
"First320","Last320","","9000000320","Delhi","UK","Company80","32040","2021-11-17","Pending","Enterprise","Clean row 320"
"First321","Last321","user321@example.com","9000000321","Mumbai","Germany","Company81","32137","2021-11-18","Active","SMB","Clean row 321"
